lemma,derivation,meaning,lsj_ulr,pos
ἠθητήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=h)qhth/r,noun
ἐπαμύντωρ,"['ἐπί', 'ἀμύνω']","- helper, defender",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pamu/ntwr,noun
Μάστωρ,[],,,noun
κλυστήρ,['κλύζω'],"- clyster-pipe, syringe",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klusth/r,noun
προηγήτωρ,[],- leader,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prohgh/twr,noun
λιτιγάτωρ,[],,,
φιλομήτωρ,"['φίλος', 'μήτηρ']",- loving one's mother,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filomh/twr,noun
κυήτωρ,['κυέω'],,,
ἁρπακτήρ,['ἁρπάζω'],- robber,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a(rpakth/r,noun
ἐπανοίκτωρ,"['ἐπί', 'ἀνά', 'οἴγω']",- one who bursts open,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)panoi/ktwr,noun
σωτήρ,['σῴζω'],"- saviour, deliverer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=swth/r,noun
ἐπιτιμητήρ,['ἐπιτιμάω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pitimhth/r,noun
κηδέστωρ,['κηδεστής'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=khde/stwr,noun
μακιστήρ,[],- long and tedious,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=makisth/r,noun
ἁλιήτωρ,['ἁλιεύς'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a(lih/twr,
ποινήτωρ,[],- avenging,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=poinh/twr,noun
ψευστήρ,['ψεύδω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yeusth/r,noun
ἐξαπατητήρ,['ἐξαπατάω'],- deceiver,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)capathth/r,noun
κλιμακτήρ,['κλῖμαξ'],"- rung of a ladder
- critical point in human life; danger",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klimakth/r,noun
Ἄκτωρ,[],,,noun
ἀσπιστήρ,['ἀσπίς'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)spisth/r,noun
συμπρατήρ,"['σύν', 'πιπράσκω']",,,noun
πατροπάτωρ,"['πατήρ', 'πατήρ']",- father's father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=patropa/twr,noun
ἀροτρευτήρ,['ἀροτρεύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rotreuth/r,noun
κορσωτήρ,['κορσόω'],- barber; Fr.anon,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=korswth/r,noun
ἐλαϊστήρ,['ἐλαία'],,,noun
παμμήτωρ,"['πᾶς', 'μήτηρ']","- mother of all
- a very mother",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pammh/twr,noun
οὐρητήρ,['οὐρέω'],"- Aër
- the ducts which convey the urine from the kidneys into the bladder",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ou)rhth/r,noun
λικμητήρ,['λικμάω'],- winnower,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=likmhth/r,noun
διαβλήτωρ,"['διά', 'βάλλω']",- slanderer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diablh/twr,noun
ζηλοδοτήρ,"['ζῆλος', 'δοτήρ']",,,noun
ἀρτήρ,['αἴρω'],"- felt shoe
- that by which anything is carried",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rth/r,noun
ἱππευτήρ,['ἱππεύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i(ppeuth/r,noun
αὐτογεννήτωρ,"['αὐτός', 'γεννάω']",,,
καλήτωρ,['καλέω'],- crier,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kalh/twr,noun
ὀπιπευτήρ,['ὀπιπεύω'],"- starer, gaper",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)pipeuth/r,noun
παμβώτωρ,"['πᾶς', 'βόσκω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pambw/twr,noun
μεσογάστωρ,"['μέσος', 'γαστήρ']",- one who is amidships; girt about the waist,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mesoga/stwr,noun
πλωτήρ,['πλώω'],,,noun
αγωνιστήρ,['ἀγωνίζομαι'],,,
ἰχθυοθηρητήρ,"['ἰχθῦς', 'θήρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)xquoqhrhth/r,noun
νύκτωρ,['νύξ'],- by night,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=nu/ktwr,adverb
συνακτήρ,"['σύν', 'ἄγω']","- that which draws together, pair of drawers",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunakth/r,noun
αὐχενιστήρ,['αὐχήν'],- ligature for neck,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)xenisth/r,noun
ἀσκητήρ,['ἀσκέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)skhth/r,noun
κλήτωρ,['καλέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klh/twr,noun
μεταλλευτήρ,['μεταλλεύω'],,,
ἄκτωρ,['ἄγω'],"- leader
- leash",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)/ktwr,noun
ἀφετήρ,"['ἀπό', 'ἵημι']",- starting-point,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)feth/r,noun
ῥοιζήτωρ,['ῥοιζέω'],- one who moves with a rushing sound,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=r(oizh/twr,noun
ληϊστήρ,[],,,noun
κακομήστωρ,"['κακός', 'μήδομαι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kakomh/stwr,
χιλωτήρ,['χιλόω'],- nose-bag for cattle; horses,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xilwth/r,noun
διδακτήρ,['διδάσκω'],- ox-goad,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=didakth/r,noun
ξιφιστήρ,['ξιφίζω'],"- sword-belt, PCair. Zen",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=cifisth/r,noun
παλινδωμήτωρ,"['πάλιν', 'δῶμα']",,,
ποδονιπτήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=podonipth/r,
χρυσοστέπτωρ,"['χρυσός', 'στέπτω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xrusoste/ptwr,noun
κομάκτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koma/ktwr,noun
διομήτωρ,"['Ζεύς', 'μήτηρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diomh/twr,noun
μιάστωρ,['μιαίνω'],"- crime-stained wretch who pollutes others
- avenger",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mia/stwr,noun
ἀγκτήρ,['ἄγχω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)gkth/r,noun
νεμέτωρ,['νέμω'],"- dispenser of justice, avenger",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=neme/twr,noun
συμπαίστωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sumpai/stwr,noun
σίντωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=si/ntwr,noun
Ἀλέκτωρ,[],,,noun
ὑποδρηστήρ,"['ὑπό', 'δράω']","- attendant, assistant",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(podrhsth/r,noun
κωλύτωρ,['κωλύω'],,,
Ἀστήρ,[],,,noun
κωμάστωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kwma/stwr,noun
κλεπτήρ,['κλέπτω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klepth/r,noun
χιμαροσφακτήρ,"['χίμαρος', 'σφάζω']",- goat-slayer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ximarosfakth/r,noun
βασιλεύτωρ,['βασιλεύς'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=basileu/twr,noun
σάκτωρ,['σάττω'],- packer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sa/ktwr,noun
ὑφορμιστήρ,['ὑφορμίζομαι'],- one who makes fast below,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(formisth/r,noun
ἀποπτυστήρ,"['ἀπό', 'πτύω']",- one that spits out,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)poptusth/r,noun
ἀσπίστωρ,['ἀσπίς'],- of shielded warriors,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)spi/stwr,noun
σφαιρωτήρ,['σφαιρόω'],"- thong, latchet
- a ball; knop",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sfairwth/r,noun
αἰσυμνητήρ,['αἰσυμνάω'],"- ruler, prince",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)sumnhth/r,noun
διωκτήρ,['διώκω'],- pursuer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diwkth/r,noun
κολαστήρ,['κολάζω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kolasth/r,noun
μαστικτήρ,['μαστίζω'],,,noun
Μήστωρ,[],,,noun
ἡγητήρ,['ἡγέομαι'],- a guide,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=h(ghth/r,noun
διαθετήρ,"['διά', 'τίθημι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diaqeth/r,noun
θεομήτωρ,"['θεός', 'μήτηρ']",- mother of a god,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qeomh/twr,noun
προορχηστήρ,"['πρό', 'ὀρχέομαι']",- one who leads the dance,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proorxhsth/r,noun
ὀπινιάτωρ,[],,,
κυβερνητήρ,['κυβερνάω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kubernhth/r,noun
ἀθλοθετήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)qloqeth/r,noun
λίκτωρ,[],,,
μήστωρ,['μήδομαι'],"- adviser, counsellor",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mh/stwr,noun
Κιλλάκτωρ,[],,,noun
κρατύντωρ,['κρατύνω'],"- ruler, controller",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kratu/ntwr,noun
τυρευτήρ,['τυρεύω'],- one who makes cheese,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tureuth/r,noun
παμμήστωρ,"['πᾶς', 'μήστωρ']",- all-inventive,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pammh/stwr,noun
ἰξευτήρ,['ἰξεύω'],- fowler,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)ceuth/r,noun
προτέκτωρ,[],,,
πρωτογενέτωρ,"['πρῶτος', 'γένος']",,,
ἀρυστήρ,['ἀρύω'],- liquid measure,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rusth/r,noun
ἀπαγγελτήρ,"['ἀπό', 'ἀγγέλλω']","- one who reports, messenger",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)paggelth/r,noun
προμάτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proma/twr,noun
μηνύτωρ,['μηνύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhnu/twr,noun
Νικάτωρ,[],,,noun
χρήστωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xrh/stwr,noun
βανιάτωρ,['βαλανεῖον'],,,
λιτήρ,['λιτή'],,,
ἐπακτήρ,"['ἐπί', 'ἄγω']","- hunter, huntsman; fisherman",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pakth/r,noun
θεραπευτήρ,['θεραπεύω'],- attendant,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qerapeuth/r,noun
σημήτωρ,['σῆμα'],,,
συνίστωρ,"['σύν', 'ἵστωρ']",- knowing along with,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suni/stwr,noun
βρωτήρ,['βιβρώσκω'],- eating; moth,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=brwth/r,noun
Νεμέτωρ,[],,,noun
κοσμητήρ,['κοσμητής'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kosmhth/r,noun
Ἐπίστωρ,[],,,noun
καυκουλάτωρ,[],,,
μαλακτήρ,['μαλάσσω'],- one that melts and moulds,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=malakth/r,noun
ἀπολυμαντήρ,"['ἀπό', 'λυμαίνομαι']","- destroyer; kill-joy; a devourer of remnants, lick-plate",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)polumanth/r,noun
ὁμοκλητήρ,['ὁμοκλάω'],"- shouter, threatener",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(moklhth/r,noun
πιεστήρ,['πιέζω'],- squeezer : press,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=piesth/r,noun
ἀατήρ,['ἀάω'],- dishonourer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ath/r,noun
προηγητήρ,"['πρό', 'ἡγέομαι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prohghth/r,noun
ἀποπρωτήκτωρ,['ἀπό'],,,
θωυκτήρ,['θωύσσω'],,,noun
ἀρεστήρ,['ἀρέσκω'],- a cake; propitiatory,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)resth/r,noun
γεννήτωρ,['γεννάω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gennh/twr,noun
ἀστήρ,[],"- star; shooting star; meteor
- illustrious
- star-fish
- bird; goldfinch
- blue daisy, Aster Amellus
- Samian clay
- ornament
- bandage
- birthmark in form of star; mark; stár; stella; stēr-la; stairnō",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)sth/r,noun
κραντήρ,['κραίνω'],"- one that accomplishes; complete the set; teeth; tusk
- ruler",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kranth/r,noun
κακομήτωρ,"['κακός', 'μήτηρ']",- mother of ill,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kakomh/twr,noun
τροχαντήρ,['τρόχος'],- trochanter; processes,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=troxanth/r,noun
τεστάτωρ,[],,,
ἐπιτιμήτωρ,['ἐπιτιμάω'],- avenger,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pitimh/twr,noun
πορθήτωρ,['πορθέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=porqh/twr,noun
χραισμήτωρ,['χραισμέω'],- protector,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xraismh/twr,noun
ἀφηγητήρ,"['ἀπό', 'ἡγέομαι']",- guide,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)fhghth/r,noun
κοιμήτωρ,['κοιμάω'],,,
δοξαστήρ,['δοξάζω'],,,
σακτήρ,['σάττω'],- sack,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sakth/r,noun
δωτήρ,['δίδωμι'],- giver,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dwth/r,noun
βραστήρ,['βράσσω'],- winnowing-fan,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=brasth/r,noun
διφήτωρ,['διφάω'],- a searcher,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=difh/twr,noun
θοινατήρ,['θοινάω'],- one who gives a feast; feast,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qoinath/r,noun
πελεκήτωρ,['πελεκάω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pelekh/twr,noun
ποιμαντήρ,['ποιμαίνω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=poimanth/r,noun
καταρρακτήρ,['καταρράσσω'],- down-swooping,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katarrakth/r,noun
βροντοκεραυνοπάτωρ,"['βροντή', 'κεραυνός', 'πατήρ']",- father of the thunderbolt,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=brontokeraunopa/twr,noun
δοκιμαστήρ,['δοκιμάζω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dokimasth/r,noun
προκαταγγέλτωρ,"['πρό', 'κατά', 'ἀγγέλλω']",,,
ἀναστατήρ,"['ἀνά', 'ἵστημι']",- destroyer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)nastath/r,noun
Υἱοπάτωρ,"['υἱός', 'πατήρ']",,,noun
πολυσημάντωρ,"['πολύς', 'σημαίνω']","- giving commands to many, ruling over many",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polushma/ntwr,noun
κορρήκτωρ,[],,,
ξυστήρ,['ξύω'],"- scraper, rasp, file; polishing instrument
- eye-salve",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=custh/r,noun
προΐστωρ,"['πρό', 'ἴστωρ']",,,noun
ὀψητήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)yhth/r,noun
καλκουλάτωρ,[],,,
ταριχευτήρ,['ταριχεύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tarixeuth/r,noun
ἑψητήρ,['ἕψω'],- dish; pan for boiling,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(yhth/r,noun
Θεομήστωρ,[],,,noun
ἐπισπαστήρ,"['ἐπί', 'σπάω']",- latch; handle by which; a door is pulled to,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pispasth/r,noun
κιλλακτήρ,"['κίλλαι', 'ἄγω']",- ass-driver,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=killakth/r,noun
χριστοπάτωρ,"['Χριστός', 'πατήρ']",,,
μεταλήπτωρ,"['μετά', 'λαμβάνω']",,,
θέλκτωρ,['θέλγω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qe/lktwr,noun
πολιήτωρ,[],,,
πράτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pra/twr,noun
μαγίστωρ,[],,,
φιλίστωρ,"['φίλος', 'ἵστωρ']",- fond of learning,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fili/stwr,noun
ἐξομβριστήρ,"['ἐξ', 'ὀμβρέω']",,,
φωστήρ,['φῶς'],"- that which gives light
- opening for light, door; window",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fwsth/r,noun
ἀνίστωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ni/stwr,noun
σωφρονιστήρ,['σωφρονίζω'],- wisdom-teeth,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=swfronisth/r,noun
Ἀγαμήστωρ,[],,,noun
σκαπτήρ,['σκάπτω'],- digger,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=skapth/r,noun
χρητήρ,"['χρή', 'χρῄζω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xrhth/r,noun
ποτισπαστήρ,"['ποτί', 'σπάω']",- thong which draws,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=potispasth/r,noun
Εὐπάτωρ,[],,,noun
Στέντωρ,[],"- Stentorian, with a voice like Stentor's",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=*ste/ntwr,noun
στρώκτωρ,[],,,
ἐπιδοτήρ,"['ἐπί', 'δίδωμι']",- giver of more,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pidoth/r,noun
νάτωρ,['νάω'],- flowing,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=na/twr,noun
Μενέστωρ,[],,,noun
ψαίστωρ,['ψαίω'],- one that wipes off,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yai/stwr,noun
ἀπάτωρ,['πατήρ'],"- without father; fatherless, orphan; disowned by the father; for a father",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)pa/twr,noun
ἰθύντωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)qu/ntwr,
ὑποφήτωρ,"['ὑπό', 'φημί']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(pofh/twr,noun
ἀλέκτωρ,['λέγω'],,,noun
πολυφήτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polufh/twr,noun
τριπτήρ,"['τετραίνω', 'τρύω']","- pestle; mortar; board under the screw of a wine-; oil-press
- vat into which wine; oil runs after being pressed out",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tripth/r,noun
σπεκουλάτωρ,[],- speculator; scout,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=spekoula/twr,noun
ὀρθωτήρ,['ὀρθόω'],"- one who sets; keeps upright, restorer; preserver",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rqwth/r,noun
κωλυτήρ,['κωλύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kwluth/r,noun
πρατήρ,['πιπράσκω'],- seller,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prath/r,noun
θετήρ,['τίθημι'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qeth/r,noun
σοφιστορήτωρ,"['σοφιστής', 'ῥήτωρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sofistorh/twr,
θεσπιστήρ,['θεσπίζω'],,,
κωμήτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kwmh/twr,
ζῳοδοτήρ,"['ζωός', 'δίδωμι']",,,
διυλιστήρ,"['διά', 'ὑλίζω']","- filter, strainer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diulisth/r,noun
Αὐτοκράτωρ,[],,,noun
εὐπάτωρ,"['εὖ', 'πατήρ']",- a good father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)pa/twr,noun
διώκτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diw/ktwr,noun
πατρολέτωρ,"['πατήρ', 'ὄλλυμι']",- parricide,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=patrole/twr,noun
ἐφυβριστήρ,"['ἐπί', 'ὑβρίζω']",- insulting,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)fubristh/r,noun
προπράκτωρ,"['πρό', 'πράσσω']",,,
μεταλλακτήρ,"['μετά', 'ἀλλάσσω']",- one that changes,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=metallakth/r,noun
κλιματήρ,[],,,
στοιχειοκράτωρ,"['στοιχεῖον', 'κράτος']",- who presided over the elements,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=stoixeiokra/twr,noun
φιλήτωρ,['φιλέω'],"- lover
- loving",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filh/twr,noun
ἐτήρ,['ἔτος'],- one year old,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)th/r,noun
ὁδηγητήρ,['ὁδηγέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(dhghth/r,noun
προκαθηγητήρ,"['πρό', 'κατά', 'ἡγέομαι']",- wedgeshaped instrument for setting the,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prokaqhghth/r,noun
ἐποπτήρ,"['ἐπί', 'ὀπτήρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)popth/r,noun
