lemma,derivation,lemma_raw,lemma_betacode,lemma_betacode_raw,derivation_raw,derivation_betacode,prefix,prefix_betacode,query_lemmas
εὐάφιον,"εὖ, ἅπτω",εὐάφιον,eu)a/fion,euafion,"['εὖ', 'ἅπτω']","['eu', 'aptw']",['εὖ'],['eu'],ευαφιον / euafion
οἰνοδυνάστης,"οἶνος, δυνάστης",οἰνοδυνάστης,oi)noduna/sths,oinodunasths,"['οἶνος', 'δυνάστης']","['oinos', 'dunasths']",[],[],οινοδυναστης / oinodunasths
κωνωποειδής,"κώνωψ, εἶδος",κωνωποειδής,kwnwpoeidh/s,kwnwpoeidhs,"['κώνωψ', 'εἶδος']","['kwnwy', 'eidos']",[],[],κωνωποειδης / kwnwpoeidhs
πρωτοκόμιον,"πρῶτος, κόμη",πρωτοκόμιον,prwtoko/mion,prwtokomion,"['πρῶτος', 'κόμη']","['prwtos', 'komh']",[],[],πρωτοκομιον / prwtokomion
Μηλιεύς,see Μηλίς,Μηλιεύς,*Mhlieu/s,Mhlieus,[],[],[],[],Μηλιευς / Mhlieus
καρδιακός,καρδία,καρδιακός,kardiako/s,kardiakos,['καρδία'],['kardia'],[],[],καρδιακος / kardiakos
ἀείκωμος,"ἀεί, κῶμος",ἀείκωμος,a)ei/kwmos,aeikwmos,"['ἀεί', 'κῶμος']","['aei', 'kwmos']",[],[],αεικωμος / aeikwmos
φιληκοέω,"φίλος, ἀκούω",φιληκοέω,filhkoe/w,filhkoew,"['φίλος', 'ἀκούω']","['filos', 'akouw']",[],[],φιληκοεω / filhkoew
πολυθρήνητος,"πολύς, θρηνέω",πολυθρήνητος,poluqrh/nhtos,poluqrhnhtos,"['πολύς', 'θρηνέω']","['polus', 'qrhnew']",[],[],πολυθρηνητος / poluqrhnhtos
ἐπαρχέω,ἔπαρχος,ἐπαρχέω,e)parxe/w,eparxew,['ἔπαρχος'],['eparxos'],[],[],επαρχεω / eparxew
τοκοπράκτωρ,"τόκος, πράσσω",τοκοπράκτωρ,tokopra/ktwr,tokopraktwr,"['τόκος', 'πράσσω']","['tokos', 'prassw']",[],[],τοκοπρακτωρ / tokopraktwr
προσαποδύομαι,"πρός, ἀπό, δύω",προσαποδύομαι,prosapodu/omai,prosapoduomai,"['πρός', 'ἀπό', 'δύω']","['pros', 'apo', 'duw']","['πρός', 'ἀπό']","['pros', 'apo']",προσαποδυομαι / prosapoduomai
ὀδοντίζω,ὀδούς,ὀδοντίζω,o)donti/zw,odontizw,['ὀδούς'],['odous'],[],[],οδοντιζω / odontizw
ὑγρά,,ὑγρά,u(gra/,ugra,[],[],[],[],υγρα / ugra
προεπιθυμία,"πρό, ἐπί, θυμός",προεπιθυμία,proepiqumi/a,proepiqumia,"['πρό', 'ἐπί', 'θυμός']","['pro', 'epi', 'qumos']","['πρό', 'ἐπί']","['pro', 'epi']",προεπιθυμια / proepiqumia
τερθρεία,τερθρεύομαι,τερθρεία,terqrei/a,terqreia,['τερθρεύομαι'],['terqreuomai'],[],[],τερθρεια / terqreia
ἀνάτρησις,"ἀνά, τιτράω",ἀνάτρησις,a)na/trhsis,anatrhsis,"['ἀνά', 'τιτράω']","['ana', 'titraw']",['ἀνά'],['ana'],ανατρησις / anatrhsis
ἀποδημητής,ἀποδημέω,ἀποδημητής,a)podhmhth/s,apodhmhths,['ἀποδημέω'],['apodhmew'],[],[],αποδημητης / apodhmhths
ἡτέρα,,ἡτέρα,h(te/ra,htera,[],[],[],[],ητερα / htera
σκορδοφ-,,σκορδοφ,skordof,skordof,[],[],[],[],σκορδοφ / skordof
οὐσιωδῶς,,οὐσιωδῶς,ou)siwdw=s,ousiwdws,[],[],[],[],ουσιωδως / ousiwdws
σιτεκλήπτωρ,"σῖτος, ἐκλήπτωρ",σιτεκλήπτωρ,siteklh/ptwr,siteklhptwr,"['σῖτος', 'ἐκλήπτωρ']","['sitos', 'eklhptwr']",[],[],σιτεκληπτωρ / siteklhptwr
κηπίδες,κῆπος,κηπίδες,khpi/des,khpides,['κῆπος'],['khpos'],[],[],κηπιδες / khpides
παραφαίρεσις,"παρά, ἀπό, αἱρέω",παραφαίρεσις,parafai/resis,parafairesis,"['παρά', 'ἀπό', 'αἱρέω']","['para', 'apo', 'airew']","['παρά', 'ἀπό']","['para', 'apo']",παραφαιρεσις / parafairesis
ἀλόχευτος,λοχεύω,ἀλόχευτος,a)lo/xeutos,aloxeutos,['λοχεύω'],['loxeuw'],[],[],αλοχευτος / aloxeutos
γιγανταῖος,,γιγανταῖος,gigantai=os,gigantaios,[],[],[],[],γιγανταιος / gigantaios
παναγρέτις,,παναγρέτις,panagre/tis,panagretis,[],[],[],[],παναγρετις / panagretis
Ἀδμήτειος,Ἄδμητος,Ἀδμήτειος,*)Admh/teios,Admhteios,['Ἄδμητος'],['Admhtos'],[],[],Αδμητειος / Admhteios
συλληπτέος,"σύν, λαμβάνω",συλληπτέος,sullhpte/os,sullhpteos,"['σύν', 'λαμβάνω']","['sun', 'lambanw']",['σύν'],['sun'],συλληπτεος / sullhpteos
κητοθηρεῖον,"κῆτος, θῆρα",κητοθηρεῖον,khtoqhrei=on,khtoqhreion,"['κῆτος', 'θῆρα']","['khtos', 'qhra']",[],[],κητοθηρειον / khtoqhreion
ὑδραντικός,ὑδρανός,ὑδραντικός,u(drantiko/s,udrantikos,['ὑδρανός'],['udranos'],[],[],υδραντικος / udrantikos
Παῦλος,,Παῦλος,*Pau=los,Paulos,[],[],[],[],Παυλος / Paulos
ψηφολογέω,"ψῆφος, λέγω",ψηφολογέω,yhfologe/w,yhfologew,"['ψῆφος', 'λέγω']","['yhfos', 'legw']",[],[],ψηφολογεω / yhfologew
Ἐπίλαος,,Ἐπίλαος,*)Epi/laos,Epilaos,[],[],[],[],Επιλαος / Epilaos
σεβαστοφαντέω,σεβαστοφάντης,σεβαστοφαντέω,sebastofante/w,sebastofantew,['σεβαστοφάντης'],['sebastofanths'],[],[],σεβαστοφαντεω / sebastofantew
προσκύπτω,"πρός, κύπτω",προσκύπτω,prosku/ptw,proskuptw,"['πρός', 'κύπτω']","['pros', 'kuptw']",['πρός'],['pros'],προσκυπτω / proskuptw
Μεγαρίς,Μέγαρα,Μεγαρίς,*Megari/s,Megaris,['Μέγαρα'],['Megara'],[],[],Μεγαρις / Megaris
σύγκελλος,"σύν, κέλλα",σύγκελλος,su/gkellos,sugkellos,"['σύν', 'κέλλα']","['sun', 'kella']",['σύν'],['sun'],συγκελλος / sugkellos
τριακοντοῦτις,,τριακοντοῦτις,triakontou=tis,triakontoutis,[],[],[],[],τριακοντουτις / triakontoutis
ἀντιμέτειμι,"ἀντί, μετά, εἰμί",ἀντιμέτειμι,a)ntime/teimi,antimeteimi,"['ἀντί', 'μετά', 'εἰμί']","['anti', 'meta', 'eimi']","['ἀντί', 'μετά']","['anti', 'meta']",αντιμετειμι / antimeteimi
προανίημι,"πρό, ἀνά, ἵημι",προανίημι,proani/hmi,proanihmi,"['πρό', 'ἀνά', 'ἵημι']","['pro', 'ana', 'ihmi']","['πρό', 'ἀνά']","['pro', 'ana']",προανιημι / proanihmi
Μαιονίδης,Μαιονία,Μαιονίδης,*Maioni/dhs,Maionidhs,['Μαιονία'],['Maionia'],[],[],Μαιονιδης / Maionidhs
Ὑπατόδωρος,,Ὑπατόδωρος,*(Upato/dwros,Upatodwros,[],[],[],[],Υπατοδωρος / Upatodwros
Θοίνων,,Θοίνων,*Qoi/nwn,Qoinwn,[],[],[],[],Θοινων / Qoinwn
Νομίστρων,,Νομίστρων,*Nomi/strwn,Nomistrwn,[],[],[],[],Νομιστρων / Nomistrwn
προσεπιδιΐσταμαι,"πρός, ἐπί, διά, ἵστημι",προσεπιδιΐσταμαι,prosepidii/+stamai,prosepidiistamai,"['πρός', 'ἐπί', 'διά', 'ἵστημι']","['pros', 'epi', 'dia', 'isthmi']","['πρός', 'ἐπί', 'διά']","['pros', 'epi', 'dia']",προσεπιδιισταμαι / prosepidiistamai
φυλάκιον,,φυλάκιον,fula/kion,fulakion,[],[],[],[],φυλακιον / fulakion
ἀντιφοβέω,"ἀντί, φοβέω",ἀντιφοβέω,a)ntifobe/w,antifobew,"['ἀντί', 'φοβέω']","['anti', 'fobew']",['ἀντί'],['anti'],αντιφοβεω / antifobew
νίκωρ,see νίκη,νίκωρ,ni/kwr,nikwr,[],[],[],[],νικωρ / nikwr
θυμίασις,θυμιάω,θυμίασις,qumi/asis,qumiasis,['θυμιάω'],['qumiaw'],[],[],θυμιασις / qumiasis
θεμίσσω,,θεμίσσω,qemi/ssw,qemissw,[],[],[],[],θεμισσω / qemissw
δύστονος,"δυσ-, στένω",δύστονος,du/stonos,dustonos,"['δυσ', 'στένω']","['dus', 'stenw']",['δυσ'],['dus'],δυστονος / dustonos
συκάς,σῦκον,συκάς,suka/s,sukas,['σῦκον'],['sukon'],[],[],συκας / sukas
ἀναξίχορος,"ἄναξ, χορός",ἀναξίχορος,a)naci/xoros,anacixoros,"['ἄναξ', 'χορός']","['anac', 'xoros']",[],[],αναξιχορος / anacixoros
μετακύμιος,"μετά, κῦμα",μετακύμιος,metaku/mios,metakumios,"['μετά', 'κῦμα']","['meta', 'kuma']",['μετά'],['meta'],μετακυμιος / metakumios
ἐπιλοίσθιος,"ἐπί, λοίσθιος",ἐπιλοίσθιος,e)piloi/sqios,epiloisqios,"['ἐπί', 'λοίσθιος']","['epi', 'loisqios']",['ἐπί'],['epi'],επιλοισθιος / epiloisqios
παροδῖτις,παροδίτης,παροδῖτις,parodi=tis,paroditis,['παροδίτης'],['parodiths'],[],[],παροδιτις / paroditis
προμύησις,"πρό, μυέω",προμύησις,promu/hsis,promuhsis,"['πρό', 'μυέω']","['pro', 'muew']",['πρό'],['pro'],προμυησις / promuhsis
μαμπάριος,,μαμπάριος,mampa/rios,mamparios,[],[],[],[],μαμπαριος / mamparios
ἀναχρίω,"ἀνά, χρίω",ἀναχρίω,a)naxri/w,anaxriw,"['ἀνά', 'χρίω']","['ana', 'xriw']",['ἀνά'],['ana'],αναχριω / anaxriw
Ἀπιδανεύς,,Ἀπιδανεύς,*)Apidaneu/s,Apidaneus,[],[],[],[],Απιδανευς / Apidaneus
Πάκκιος,,Πάκκιος,*Pa/kkios,Pakkios,[],[],[],[],Πακκιος / Pakkios
φρουρητός,φρουρέω,φρουρητός,frourhto/s,frourhtos,['φρουρέω'],['frourew'],[],[],φρουρητος / frourhtos
ἠπύτα,ἠπύω,ἠπύτα,h)pu/ta,hputa,['ἠπύω'],['hpuw'],[],[],ηπυτα / hputa
σορώιον,σορός,σορώιον,sorw/ion,sorwion,['σορός'],['soros'],[],[],σορωιον / sorwion
παράχυμα,"παρά, χέω",παράχυμα,para/xuma,paraxuma,"['παρά', 'χέω']","['para', 'xew']",['παρά'],['para'],παραχυμα / paraxuma
σκαφιστήριον,σκαφίς,σκαφιστήριον,skafisth/rion,skafisthrion,['σκαφίς'],['skafis'],[],[],σκαφιστηριον / skafisthrion
Λυκολέων,,Λυκολέων,*Lukole/wn,Lukolewn,[],[],[],[],Λυκολεων / Lukolewn
ἁμιλλητέον,ἁμιλλάομαι,ἁμιλλητέον,a(millhte/on,amillhteon,['ἁμιλλάομαι'],['amillaomai'],[],[],αμιλλητεον / amillhteon
ἐξουδενέω,,ἐξουδενέω,e)coudene/w,ecoudenew,[],[],[],[],εξουδενεω / ecoudenew
τοποτηρητής,"τόπος, τηρέω",τοποτηρητής,topothrhth/s,topothrhths,"['τόπος', 'τηρέω']","['topos', 'threw']",[],[],τοποτηρητης / topothrhths
βελικός,βέλος,βελικός,beliko/s,belikos,['βέλος'],['belos'],[],[],βελικος / belikos
πολύπηχυς,"πολύς, πῆχυς",πολύπηχυς,polu/phxus,poluphxus,"['πολύς', 'πῆχυς']","['polus', 'phxus']",[],[],πολυπηχυς / poluphxus
ἱεροφύλαξ,"ἱερός, φύλαξ",ἱεροφύλαξ,i(erofu/lac,ierofulac,"['ἱερός', 'φύλαξ']","['ieros', 'fulac']",[],[],ιεροφυλαξ / ierofulac
τημενίς,,τημενίς,thmeni/s,thmenis,[],[],[],[],τημενις / thmenis
κάτηγμα,,κάτηγμα,ka/thgma,kathgma,[],[],[],[],κατηγμα / kathgma
παραπωλέω,"παρά, πωλέω",παραπωλέω,parapwle/w,parapwlew,"['παρά', 'πωλέω']","['para', 'pwlew']",['παρά'],['para'],παραπωλεω / parapwlew
Σικελικός,Σικελία,Σικελικός,*Sikeliko/s,Sikelikos,['Σικελία'],['Sikelia'],[],[],Σικελικος / Sikelikos
προκόμιον,"πρό, κόμη",προκόμιον,proko/mion,prokomion,"['πρό', 'κόμη']","['pro', 'komh']",['πρό'],['pro'],προκομιον / prokomion
χλανιδουργία,"χλανίς, ἔργον",χλανιδουργία,xlanidourgi/a,xlanidourgia,"['χλανίς', 'ἔργον']","['xlanis', 'ergon']",[],[],χλανιδουργια / xlanidourgia
Λιγγονικός,Λίγγονες,Λιγγονικός,*Liggoniko/s,Liggonikos,['Λίγγονες'],['Liggones'],[],[],Λιγγονικος / Liggonikos
ἀνεορτάζω,"ἀνά, ἑορτάζω",ἀνεορτάζω,a)neorta/zw,aneortazw,"['ἀνά', 'ἑορτάζω']","['ana', 'eortazw']",['ἀνά'],['ana'],ανεορταζω / aneortazw
οἰχνεύω,,οἰχνεύω,oi)xneu/w,oixneuw,[],[],[],[],οιχνευω / oixneuw
ἰνίον,ἴς,ἰνίον,i)ni/on,inion,['ἴς'],['is'],[],[],ινιον / inion
πυραμητός,"πυρός, ἀμάω",πυραμητός,puramhto/s,puramhtos,"['πυρός', 'ἀμάω']","['puros', 'amaw']",[],[],πυραμητος / puramhtos
καπηλεύω,κάπηλος,καπηλεύω,kaphleu/w,kaphleuw,['κάπηλος'],['kaphlos'],[],[],καπηλευω / kaphleuw
ἀζηλοτύπητος,ζηλοτυπέω,ἀζηλοτύπητος,a)zhlotu/phtos,azhlotuphtos,['ζηλοτυπέω'],['zhlotupew'],[],[],αζηλοτυπητος / azhlotuphtos
ἑπτάμηνος,"ἑπτά, μήν",ἑπτάμηνος,e(pta/mhnos,eptamhnos,"['ἑπτά', 'μήν']","['epta', 'mhn']",[],[],επταμηνος / eptamhnos
ἀρχιβάσσαρος,"ἀρχι-, βάσσαρος",ἀρχιβάσσαρος,a)rxiba/ssaros,arxibassaros,"['ἀρχι', 'βάσσαρος']","['arxi', 'bassaros']",[],[],αρχιβασσαρος / arxibassaros
περιπετής,"περί, πίπτω",περιπετής,peripeth/s,peripeths,"['περί', 'πίπτω']","['peri', 'piptw']",['περί'],['peri'],περιπετης / peripeths
ὑπογενειάσκω,"ὑπό, γένειον",ὑπογενειάσκω,u(pogeneia/skw,upogeneiaskw,"['ὑπό', 'γένειον']","['upo', 'geneion']",['ὑπό'],['upo'],υπογενειασκω / upogeneiaskw
πυρρούλας,,πυρρούλας,purrou/las,purroulas,[],[],[],[],πυρρουλας / purroulas
ὑφέζομαι,"ὑπό, ἕζομαι",ὑφέζομαι,u(fe/zomai,ufezomai,"['ὑπό', 'ἕζομαι']","['upo', 'ezomai']",['ὑπό'],['upo'],υφεζομαι / ufezomai
Ὀρτυγία,,Ὀρτυγία,*)Ortugi/a,Ortugia,[],[],[],[],Ορτυγια / Ortugia
συνεξακοντίζομαι,"σύν, ἐξ, ἀκοντίζω",συνεξακοντίζομαι,sunecakonti/zomai,sunecakontizomai,"['σύν', 'ἐξ', 'ἀκοντίζω']","['sun', 'ec', 'akontizw']","['σύν', 'ἐξ']","['sun', 'ec']",συνεξακοντιζομαι / sunecakontizomai
εὐόργητος,"εὖ, ὀργάω",εὐόργητος,eu)o/rghtos,euorghtos,"['εὖ', 'ὀργάω']","['eu', 'orgaw']",['εὖ'],['eu'],ευοργητος / euorghtos
κατατλάω,,κατατλάω,katatla/w,katatlaw,[],[],[],[],κατατλαω / katatlaw
σαγάλινος,,σαγάλινος,saga/linos,sagalinos,[],[],[],[],σαγαλινος / sagalinos
ληξιφάρμακον,"λῆξις, φάρμακον",ληξιφάρμακον,lhcifa/rmakon,lhcifarmakon,"['λῆξις', 'φάρμακον']","['lhcis', 'farmakon']",[],[],ληξιφαρμακον / lhcifarmakon
δειπνολόγος,"δεῖπνον, λέγω",δειπνολόγος,deipnolo/gos,deipnologos,"['δεῖπνον', 'λέγω']","['deipnon', 'legw']",[],[],δειπνολογος / deipnologos
ἀτεράμων,see ἀτέραμνος,ἀτεράμων,a)tera/mwn,ateramwn,[],[],[],[],ατεραμων / ateramwn
ἀκερδής,κέρδος,ἀκερδής,a)kerdh/s,akerdhs,['κέρδος'],['kerdos'],[],[],ακερδης / akerdhs
ἀποχρωμένως,,ἀποχρωμένως,a)poxrwme/nws,apoxrwmenws,[],[],[],[],αποχρωμενως / apoxrwmenws
ὀξυπαγής,"ὀξύς, πήγνυμι",ὀξυπαγής,o)cupagh/s,ocupaghs,"['ὀξύς', 'πήγνυμι']","['ocus', 'phgnumi']",[],[],οξυπαγης / ocupaghs
φάρμαξις,φαρμάσσω,φάρμαξις,fa/rmacis,farmacis,['φαρμάσσω'],['farmassw'],[],[],φαρμαξις / farmacis
ἔφυγρος,"ἐπί, ὑγρός",ἔφυγρος,e)/fugros,efugros,"['ἐπί', 'ὑγρός']","['epi', 'ugros']",['ἐπί'],['epi'],εφυγρος / efugros
ὁμοπόρευτος,"ὁμός, πορεύω",ὁμοπόρευτος,o(mopo/reutos,omoporeutos,"['ὁμός', 'πορεύω']","['omos', 'poreuw']",[],[],ομοπορευτος / omoporeutos
σφαραγίζω,"cf. Skt. sphú̄rjati, AS sprecan, Lith. spragù",σφαραγίζω,sfaragi/zw,sfaragizw,[],[],[],[],σφαραγιζω / sfaragizw
κατακοσμητέος,"κατά, κοσμέω",κατακοσμητέος,katakosmhte/os,katakosmhteos,"['κατά', 'κοσμέω']","['kata', 'kosmew']",['κατά'],['kata'],κατακοσμητεος / katakosmhteos
ἐνστρέφω,"ἐν, στρέφω",ἐνστρέφω,e)nstre/fw,enstrefw,"['ἐν', 'στρέφω']","['en', 'strefw']",['ἐν'],['en'],ενστρεφω / enstrefw
πισσυγ-,,πισσυγ,pissug,pissug,[],[],[],[],πισσυγ / pissug
ἡμίρρυπος,"ἡμι-, ῥύπος",ἡμίρρυπος,h(mi/rrupos,hmirrupos,"['ἡμι', 'ῥύπος']","['hmi', 'rupos']",[],[],ημιρρυπος / hmirrupos
προσωφέλησις,"πρός, ὠφελέω",προσωφέλησις,proswfe/lhsis,proswfelhsis,"['πρός', 'ὠφελέω']","['pros', 'wfelew']",['πρός'],['pros'],προσωφελησις / proswfelhsis
ἔμπεσον,,ἔμπεσον,e)/mpeson,empeson,[],[],[],[],εμπεσον / empeson
κρέσσων,,κρέσσων,kre/sswn,kresswn,[],[],[],[],κρεσσων / kresswn
πυριπνείων,"πῦρ, πνέω",πυριπνείων,puripnei/wn,puripneiwn,"['πῦρ', 'πνέω']","['pur', 'pnew']",[],[],πυριπνειων / puripneiwn
ἀφηνιάζω,"ἀπό, ἡνία",ἀφηνιάζω,a)fhnia/zw,afhniazw,"['ἀπό', 'ἡνία']","['apo', 'hnia']",['ἀπό'],['apo'],αφηνιαζω / afhniazw
κυλικοφόρος,"κύλιξ, φέρω",κυλικοφόρος,kulikofo/ros,kulikoforos,"['κύλιξ', 'φέρω']","['kulic', 'ferw']",[],[],κυλικοφορος / kulikoforos
ὠμοφαγία,"ὠμός, φαγεῖν",ὠμοφαγία,w)mofagi/a,wmofagia,"['ὠμός', 'φαγεῖν']","['wmos', 'fagein']",[],[],ωμοφαγια / wmofagia
δικαιοδοτέω,"δίκαιος, δίδωμι",δικαιοδοτέω,dikaiodote/w,dikaiodotew,"['δίκαιος', 'δίδωμι']","['dikaios', 'didwmi']",[],[],δικαιοδοτεω / dikaiodotew
ἀρρητολεπτόπνευστος,"ἄρρητος, λεπτός, πνέω",ἀρρητολεπτόπνευστος,a)rrhtolepto/pneustos,arrhtoleptopneustos,"['ἄρρητος', 'λεπτός', 'πνέω']","['arrhtos', 'leptos', 'pnew']",[],[],αρρητολεπτοπνευστος / arrhtoleptopneustos
μίνθος 1,,μίνθος,mi/nqos,minqos,[],[],[],[],μινθος / minqos
