,compounds
862,πίσος / pisos
863,ὡροθέτης / wroqeths
864,παρασυνάγω / parasunagw
865,ἀντίχαρις / antixaris
866,εἱληθερής / eilhqerhs
867,θρυλέω / qrulew
868,ἀντικοντόω / antikontow
869,εὐπετής / eupeths
870,προσωφελέω / proswfelew
871,πελιδνός / pelidnos
872,οὔλαφος / oulafos
873,κορυφή / korufh
874,Μάρων / Marwn
875,νοστέω / nostew
876,Βοιωτία / Boiwtia
877,Θύβρις / Qubris
878,θεοποιέω / qeopoiew
879,Φλαμίνιος / Flaminios
880,ἐνσφραγίζω / ensfragizw
881,ἀσβολόω / asbolow
882,μαστιγονόμος / mastigonomos
883,χρέος / xreos
884,ἀμύσσω / amussw
885,Φαρικόν / Farikon
886,δυσυπνέω / dusupnew
887,ὑποβιβάζω / upobibazw
888,ῥῖγος / rigos
889,ἔνερθεν / enerqen
890,κατάγλισχρος / kataglisxros
891,ἐρημίτης / erhmiths
892,πανάγαθος / panagaqos
893,ἀδιάφορος / adiaforos
894,ἐπιγιγνώσκω / epigignwskw
895,χοροκιθαρίζω / xorokiqarizw
896,πλημυρέω / plhmurew
897,βραδύνοος / bradunoos
898,καταδέχομαι / katadexomai
899,εἰμί / eimi
900,συνεκπιέζω / sunekpiezw
901,κάθισμα / kaqisma
902,ἁψίκορος / ayikoros
903,συνουλόω / sunoulow
904,ὀψίγαμος / oyigamos
905,συναίσσω / sunaissw
906,καταταχέω / katataxew
907,ἐκριπίζω / ekripizw
908,ἐκ δαμάζω / ek damazw
909,Ὄλυμπος / Olumpos
910,ἄποτμος / apotmos
911,βελοθήκη / beloqhkh
912,ἀλύσσω / alussw
913,ἀίτας / aitas
914,πραύς / praus
915,δηρίομαι / dhriomai
916,κατοκτίζω / katoktizw
917,γεωνόμος / gewnomos
918,εἰς / eis
919,καλλίφωνος / kallifwnos
920,ζηλοτυπέω / zhlotupew
921,ἀποθρηνέω / apoqrhnew
922,ἐκπροπίπτω / ekpropiptw
923,ὀτοτοῖ / ototoi
924,εἴκω / eikw
925,ἄσπλαγχνος / asplagxnos
926,συναγελάζομαι / sunagelazomai
927,κατατάττω / katatattw
928,πύθιος / puqios
929,ἐρεθίζω / ereqizw
930,κρηπιδόω / krhpidow
931,κατευθύνω / kateuqunw
932,ἐπιλίζω / epilizw
933,ἐξαλλοιόω / ecalloiow
934,εἰσπαίω / eispaiw
935,λοξόω / locow
936,ὁμοιοσχήμων / omoiosxhmwn
937,πινύσσω / pinussw
938,ψήφισμα γράφω / yhfisma grafw
939,ἔργον / ergon
940,κόβαρος / kobaros
941,μαστιγίας / mastigias
942,πυδαρίζω / pudarizw
943,ὠχρός / wxros
944,ἐπίτονος / epitonos
945,δηλητήριος / dhlhthrios
946,πολιτοκόπος / politokopos
947,ὀπίσσω / opissw
948,καταρριπτέω / katarriptew
949,διαδιδράσκω / diadidraskw
950,ταχυεργός / taxuergos
951,κάνης / kanhs
952,προσεχής / prosexhs
953,σκυθρός / skuqros
954,κέλης / kelhs
955,ἐκφώνησις / ekfwnhsis
956,ἐπεκδιδάσκω / epekdidaskw
957,φράτρα / fratra
958,θεόληπτος / qeolhptos
959,ὑπονομή / uponomh
960,προσφορά / prosfora
961,ἀναμάχομαι / anamaxomai
962,ἁγορεύω / agoreuw
963,ἐνήνοθε / enhnoqe
964,Βαστάρνης / Bastarnhs
965,ἐπίβουλος / epiboulos
966,πώρωσις / pwrwsis
967,Ἑρμόλυκος / Ermolukos
968,παραγώγιον / paragwgion
969,πάλιν / palin
970,ἠρέμα / hrema
971,λιτανεύω / litaneuw
972,ταὐτό / tauto
973,καλάσιρις / kalasiris
974,μητράνοικτος / mhtranoiktos
975,ἑτερομήκης / eteromhkhs
976,ἑλκοποιός / elkopoios
977,ἄνοινος / anoinos
978,ῥυπαρός / ruparos
979,ἄυπνος / aupnos
980,μάχη / maxh
981,ἀσώδης / aswdhs
982,ὑπατμίζω / upatmizw
983,καυχάομαι / kauxaomai
984,λαβή / labh
985,ἰσώνυμος / iswnumos
986,ἱππαρχέω / ipparxew
987,μετεπιδέω / metepidew
988,ἀκρόνυξ / akronuc
989,ἐπασσύτερος / epassuteros
990,σκιρόομαι / skiroomai
991,ἁρματοποιός / armatopoios
992,ἀξιόω / aciow
993,λιμαγχέω / limagxew
994,ὁμότροφος / omotrofos
995,ποππύζω / poppuzw
996,Κρωπιά / Krwpia
997,κόρση / korsh
998,κοιλοφθαλμία / koilofqalmia
999,σκυλακεύω / skulakeuw
1000,διανθής / dianqhs
1001,ἄτολμος / atolmos
1002,ἐγκλυδάζομαι / egkludazomai
1003,ἀντείρω / anteirw
1004,κατεξανίσταμαι / katecanistamai
1005,σφριγάω / sfrigaw
1006,καττύω / kattuw
1007,δεκέτις / deketis
1008,παρεισάγω / pareisagw
1009,κοσμόπολις / kosmopolis
1010,ἀποδιορίζω / apodiorizw
1011,συναπόδημος / sunapodhmos
1012,προσερίζω / proserizw
1013,δαπάνη / dapanh
1014,πατροκτόνος / patroktonos
1015,δίφορος / diforos
1016,ἀττέλαβος / attelabos
1017,παράνομος / paranomos
1018,φοβέομαι / fobeomai
1019,συνοχή / sunoxh
1020,δυσθυμία / dusqumia
1021,ἠπύω / hpuw
1022,διόγκωσις / diogkwsis
1023,κύλλωμα / kullwma
1024,προσκλίνω / prosklinw
1025,ὀρθότονος / orqotonos
1026,γαῖα / gaia
1027,ὀπισθοτονία / opisqotonia
1028,Νειλόβροχος / Neilobroxos
1029,καταστεγνόομαι / katastegnoomai
1030,μέταξα / metaca
1031,χλοάζω / xloazw
1032,χρυσωρυχέω / xruswruxew
1033,καθεύδω / kaqeudw
1034,θρηνητήρ / qrhnhthr
1035,ἱερόδουλος / ierodoulos
1036,ἀκροβατέω / akrobatew
1037,κυπάρισσος / kuparissos
1038,ξυνήων / cunhwn
1039,Ἑλληνίζω / Ellhnizw
1040,παντουργός / pantourgos
1041,ὀτλέω / otlew
1042,Ἴσθμια / Isqmia
1043,χλαμυδουργός / xlamudourgos
1044,ἀγκυλόω / agkulow
1045,εὔγηρως / eughrws
1046,ἀντί / anti
1047,βλιμάω / blimaw
1048,ἀστραπηβόλος / astraphbolos
1049,Σωρεντός / Swrentos
1050,φρίξ / fric
1051,ὁδοιδόκος / odoidokos
1052,διαπονέω / diaponew
1053,φωτοβολέω / fwtobolew
1054,λαμπαδάρχης / lampadarxhs
1055,κακκάβη / kakkabh
1056,παλιμβάκχειος / palimbakxeios
1057,μνάμων / mnamwn
1058,βαρβαρόω / barbarow
1059,εὐερκής / euerkhs
1060,ὁμόσκηνος / omoskhnos
1061,γεῖσον / geison
1062,κωτίλος / kwtilos
1063,ἄτη / ath
1064,εἴργνυμι / eirgnumi
1065,ἱδρώς / idrws
1066,πολεμίζω / polemizw
1067,κέρχνος / kerxnos
1068,πατροκασίγνητος / patrokasignhtos
1069,εἰκονοποιός / eikonopoios
1070,νηστοποτέω / nhstopotew
1071,οἴμοι / oimoi
1072,ἐπιδημιουργός / epidhmiourgos
1073,ἀπεκτείνω / apekteinw
1074,εὐρύχωρος / euruxwros
1075,τιθήνη / tiqhnh
1076,ἀναδίδωμι / anadidwmi
1077,ταρβέω / tarbew
1078,οἰκέτης / oikeths
1079,ἀφάπτω / afaptw
1080,αὐτόθεν / autoqen
1081,εὔγραμμος / eugrammos
1082,ψαθάλλω / yaqallw
1083,ἐκτενής / ektenhs
1084,στεῖρος / steiros
1085,ἑκατοστοεικοστόγδοον / ekatostoeikostogdoon
1086,Ἀρκείσιος / Arkeisios
1087,μεταχρώννυμι / metaxrwnnumi
1088,νυκτομαχέω / nuktomaxew
1089,Πήλεκες / Phlekes
1090,ἐκκοσμέω / ekkosmew
1091,ἰάομαι / iaomai
1092,ὑποχώρησις / upoxwrhsis
1093,πλουμάρισις / ploumarisis
1094,Ὀφρύνειον / Ofruneion
1095,ὑψόω / uyow
1096,ἄγαλμα / agalma
1097,πολύφιλος / polufilos
1098,προβατεύω / probateuw
1099,προμυέομαι / promueomai
1100,στεφανόω / stefanow
1101,γλυφή / glufh
1102,σύγγραμμα / suggramma
1103,Ὑμηττός / Umhttos
1104,Κάυστρος / Kaustros
1105,οὐλή / oulh
1106,ἐνοιδής / enoidhs
1107,ἐπωδός / epwdos
1108,καλοκἀγαθός / kalokagaqos
1109,στενολεσχέω / stenolesxew
1110,ἐπασκέω / epaskew
1111,ἄγριον / agrion
1112,Τούλλιος / Toullios
1113,Νώνακρις / Nwnakris
1114,ἀνταμοιβή / antamoibh
1115,φιλέταιρος / filetairos
1116,χυδαῖος / xudaios
1117,δήποτε / dhpote
1118,συναναλαμβάνω / sunanalambanw
1119,ἀπό / apo
1120,δεμνίον / demnion
1121,ἰθυδρόμος / iqudromos
1122,ἀπειροδύναμος / apeirodunamos
1123,ἀποστύφω / apostufw
1124,Ἀχιλλεύς / Axilleus
1125,μεγαλόφωνος / megalofwnos
1126,δώρημα / dwrhma
1127,δεκάσημος / dekashmos
1128,ἄφυλλος / afullos
1129,ὕστερον / usteron
1130,ψίξ / yic
1131,σιτοπόνος / sitoponos
1132,ἰξός / icos
1133,βήκη / bhkh
1134,προσαγγέλλω / prosaggellw
1135,Ὑδάσπης / Udasphs
1136,φωτισμός / fwtismos
1137,Παμύλης / Pamulhs
1138,σάννας / sannas
1139,λοίδορος / loidoros
1140,εὐκρινέω / eukrinew
1141,κυκλίζω / kuklizw
1142,πλάζω / plazw
1143,εἰκοσαετηρίς / eikosaethris
1144,μεταξύ / metacu
1145,διαπορθμεύω / diaporqmeuw
1146,τρίπους / tripous
1147,τρύφημα / trufhma
1148,εἵλλω / eillw
1149,σόκκος / sokkos
1150,φριμάσσομαι / frimassomai
1151,σκύταλον / skutalon
1152,μάραθος / maraqos
1153,ζωφόρος / zwforos
1154,ἀγα / aga
1155,κατασιωπάω / katasiwpaw
1156,συλλαγχάνω / sullagxanw
1157,κερδαλέος / kerdaleos
1158,νεκυομαντεία / nekuomanteia
1159,συνηχέω / sunhxew
1160,μαστικτήρ / mastikthr
1161,ἐμπαίω / empaiw
1162,τυραννοκτόνος / turannoktonos
1163,διπλόος / diploos
1164,κάλως / kalws
1165,γόμφιος / gomfios
1166,εἰλυσπάομαι / eiluspaomai
1167,χθαμαλός / xqamalos
1168,δίζυξ / dizuc
1169,αὐτόπους / autopous
1170,αἰολάομαι / aiolaomai
1171,Κίρκη / Kirkh
1172,φῦσιγξ / fusigc
1173,στιππύον / stippuon
1174,ἀρχαιολογία / arxaiologia
1175,ἐπιθήγω / epiqhgw
1176,εὐπόριστος / euporistos
1177,Βηρυτός / Bhrutos
1178,πινύσκω / pinuskw
1179,συγκωμάζω / sugkwmazw
1180,προανθέω / proanqew
1181,ῥύπτω / ruptw
1182,Ἀκράγας / Akragas
1183,Πιτάνα / Pitana
1184,οἰκοδεσπότης / oikodespoths
1185,κανθήλιος / kanqhlios
1186,φιλήκοος / filhkoos
1187,φελλεύς / felleus
1188,ἄπους / apous
1189,Μηδία / Mhdia
1190,συγκοιμάομαι / sugkoimaomai
1191,ἡθοποιέω / hqopoiew
1192,εὔωνος / euwnos
1193,ἐπαναδιπλόω / epanadiplow
1194,θητεύω / qhteuw
1195,πριστήρ / pristhr
1196,τύλος / tulos
1197,ὑπαλλάσσω / upallassw
1198,φθόις / fqois
1199,σάλος / salos
1200,ὠμίζομαι / wmizomai
1201,ἀντεμφαίνω / antemfainw
1202,πινής / pinhs
1203,περίαμμα / periamma
1204,ἐκ ταμιεύω / ek tamieuw
1205,λιτρίζω / litrizw
1206,πλείσταρχος / pleistarxos
1207,δήιος / dhios
1208,προεῖδον / proeidon
1209,φῶς / fws
1210,σιληπορδέω / silhpordew
1211,χώριστος / xwristos
1212,Συήνη / Suhnh
1213,ῥοῦς / rous
1214,καταπετάννυμι / katapetannumi
1215,ἐπεκτείνω / epekteinw
1216,νομή / nomh
1217,περισσολόγος / perissologos
1218,χιλιονταετής / xiliontaeths
1219,ἀφήγημα / afhghma
1220,εὐθήμων / euqhmwn
1221,Ἰθάκη / Iqakh
1222,πλουτοδότης / ploutodoths
1223,ἐξόριος / ecorios
1224,αἰθερολόγος / aiqerologos
1225,ξυλαμάω / culamaw
1226,παχυμερής / paxumerhs
1227,ῥικνός / riknos
1228,πας / pas
1229,ἐπήρεια / ephreia
1230,βητάρμων / bhtarmwn
1231,ἐφάλλομαι / efallomai
1232,καινόω / kainow
1233,κατάμεστος / katamestos
1234,συνεφίστημι / sunefisthmi
1235,Ἀριστείδης / Aristeidhs
1236,μέρμηρα / mermhra
1237,πόθος / poqos
1238,γραφή / grafh
1239,τέραμνον / teramnon
1240,ἐπαίω / epaiw
1241,πιμελή / pimelh
1242,πεμπτός / pemptos
1243,συναθλέω / sunaqlew
1244,Σίγειον / Sigeion
1245,βάτραχος / batraxos
1246,Ἄθως / Aqws
1247,σαλπιγκτής / salpigkths
1248,χειράλυσις / xeiralusis
1249,ναυτολόγος / nautologos
1250,μίσοινος / misoinos
1251,Τεύταμος / Teutamos
1252,ἐπισιτίζομαι / episitizomai
1253,κάλυξ / kaluc
1254,λακπατέω / lakpatew
1255,λύπη / luph
1256,Χαλκιδικός / Xalkidikos
1257,κόνυζα / konuza
1258,θῶκος / qwkos
1259,ῥοδίζω / rodizw
1260,ἀνερωτάω / anerwtaw
1261,κίδαφος / kidafos
1262,κασίγνητος / kasignhtos
1263,μουσικός / mousikos
1264,ἡδυμελής / hdumelhs
1265,συσκιάζω / suskiazw
1266,κατάρροια / katarroia
1267,ζωογονέω / zwogonew
1268,εὐλίμενος / eulimenos
1269,κέλευθος / keleuqos
1270,συννέμω / sunnemw
1271,κότινος / kotinos
1272,φράγνυμι / fragnumi
1273,παρασφήνιον / parasfhnion
1274,αὐλῶπις / aulwpis
1275,κρείων / kreiwn
1276,ῥάμμα / ramma
1277,σπόρος / sporos
1278,ἀκενόδοξος / akenodocos
1279,ἰατός / iatos
1280,πολυαυγής / poluaughs
1281,ἀναδέμω / anademw
1282,κίρκος / kirkos
1283,ζηλήμων / zhlhmwn
1284,ἀποσπογγίζω / apospoggizw
1285,πεῖ / pei
1286,σμηνουργός / smhnourgos
1287,ὑπότρομος / upotromos
1288,μονογνώμων / monognwmwn
1289,αἰτέω / aitew
1290,φλύαρος / fluaros
1291,ἅδος / ados
1292,ὑπεβολή / upebolh
1293,ἀναμαλάσσω / anamalassw
1294,Λυκαονία / Lukaonia
1295,δυσανασχετέω / dusanasxetew
1296,καῦσος / kausos
1297,δεκατευτής / dekateuths
1298,ἑλικός / elikos
1299,καιρός / kairos
1300,περικαθαίρω / perikaqairw
1301,ἀγκαλιδαγωγός / agkalidagwgos
1302,τραπεζόω / trapezow
1303,ἀπωθέω / apwqew
1304,Σαπφώ / Sapfw
1305,γλαυκόφθαλμος / glaukofqalmos
1306,τ / t
1307,ἐκποιέω / ekpoiew
1308,ἀνταγωνιστής / antagwnisths
1309,τόξαρχος / tocarxos
1310,τῆλε / thle
1311,ἄμπρον / ampron
1312,ἀγοράζω / agorazw
1313,ἐξάγω / ecagw
1314,ἀποδιίστημι / apodiisthmi
1315,εὐήγορος / euhgoros
1316,σπερμοφάγος / spermofagos
1317,παραδραμεῖν / paradramein
1318,ἐπάλληλος / epallhlos
1319,ἔργω / ergw
1320,ἄστρις / astris
1321,ὑπέραυχος / uperauxos
1322,κωβάθια / kwbaqia
1323,ἐπισκευή / episkeuh
1324,λάταξ / latac
1325,ξυστοφόρος / custoforos
1326,θώραξ / qwrac
1327,κηρύσσω / khrussw
1328,Ἑλλησπόντιος / Ellhspontios
1329,Ἐλιμία / Elimia
1330,μετεμψυχόομαι / metemyuxoomai
1331,εὐθύγραμμος / euqugrammos
1332,καταλείπω / kataleipw
1333,περιδέρω / periderw
1334,ἔμπυρος / empuros
1335,Νασάμων / Nasamwn
1336,ἐπόγδοος / epogdoos
1337,πώλης / pwlhs
1338,ἀυδάω / audaw
1339,Λιβία / Libia
1340,βαυκός / baukos
1341,παραμείγνυμι / parameignumi
1342,ἡνίοχος / hnioxos
1343,συμμύω / summuw
1344,ἀγαθύνω / agaqunw
1345,καταμάχομαι / katamaxomai
1346,κρουνίζω / krounizw
1347,ἀδυνάστευτος / adunasteutos
1348,θέρειος / qereios
1349,δυσάερος / dusaeros
1350,χθαμαλόφρων / xqamalofrwn
1351,χρησμωδία / xrhsmwdia
1352,σκιατροφέω / skiatrofew
1353,ὀφέλλω / ofellw
1354,Ῥοίτειον / Roiteion
1355,ἀνεξαπάτητος / anecapathtos
1356,ἑτερώνυμος / eterwnumos
1357,ἀντίλογος / antilogos
1358,ἀμφορεύς / amforeus
1359,σύσσιτος / sussitos
1360,εὐθαλής / euqalhs
1361,ἑ / e
1362,ἐπικαμπής / epikamphs
1363,ἐκτομή / ektomh
1364,Κομμαγηνή / Kommaghnh
1365,τῖφος / tifos
1366,ἄλδη / aldh
1367,Πλατωνικός / Platwnikos
1368,ὀψάομαι / oyaomai
1369,ἐπιδιακρίνω / epidiakrinw
1370,σκοῦτον / skouton
1371,ἄνθρωπόμορφος / anqrwpomorfos
1372,δαδουργός / dadourgos
1373,κροκωτοφόρος / krokwtoforos
1374,ἀνεπίμικτος / anepimiktos
1375,δύσπιστος / duspistos
1376,ἄτευκτος / ateuktos
1377,ἀκροβολία / akrobolia
1378,ἐναντίωσις / enantiwsis
1379,σιγαλόεις / sigaloeis
1380,ἀναγεννάω / anagennaw
1381,κινύσσομαι / kinussomai
